disaster_id,year,month,disaster_type,disaster_name,primary_affect,secondary_affect,state_name,crops_affected,season,nature_of_disaster
283,2005,jun,Wind storm,Storm,affects rainfall,affects crops,Raleigh,sugarcane,summer,seasonal
284,2005,nov,Flood,Flood,heavy rainfall ,affects crops,Bismarck,other oilseeds,autumn,seasonal
285,2005,dec,Wind storm,Tropical  storm,affects rainfall,affects crops,Columbus,sunflower,winter,seasonal
286,2005,dec,Slide,Avalanche,affects the whole place,affects crops,Oklahoma City,rape-seed & mustard,winter,seasonal
287,2005,oct,Flood,Flood,heavy rainfall ,affects crops,Salem,cashewnut,autumn,seasonal
288,2005,nov,Flood,Flood,heavy rainfall ,affects crops,Harrisburg,paddy,autumn,seasonal
289,2005,may,Wind storm,Winter,affects rainfall,affects crops,Providence,coriander,summer,seasonal
290,2005,may,Slide,Landslide,affects the whole place,affects crops,Columbia,urad,summer,seasonal
291,2005,jun,Earthquake,Earthquake,human affect,building affect,Pierre,sunflower,summer,occasional
292,2005,aug,Flood,Flood,heavy rainfall ,affects crops,Nashville,tea,monsoon,seasonal
293,2005,aug,Wind storm,Winter,affects rainfall,affects crops,Austin,arhar,monsoon,seasonal
294,2005,aug,Drought,Drought,no rainfall,affects crops,Salt Lake City,chillies (dry),monsoon,occasional
295,2006,jun,Storm,Storm,affects the whole place,affects crops ,Montpelier,urad,summer,seasonal
296,2006,jan,Exterme temp,Cold Wave,cold wind,affects crops,Richmond,sunflower,winter,occasional
297,2006,aug,Flood,Flood,heavy rainfall,affects crops ,Olympia,tea,monsoon,seasonal
298,2006,aug,Flood,Flood,heavy rainfall,affects crops ,Charleston,arhar,monsoon,seasonal
299,2006,jul,Monsoon,Monsoon Rains,heavy rainfall,affects crops ,Madison,chillies (dry),monsoon,occasional
300,2006,jul,Slide,Land Slide,affects the whole place,affects crops ,Cheyenne,urad,monsoon,seasonal
301,2006,jun,Torrential rain,Flash Floods,heavy rainfall,affects crops ,Alabama,ginger (dry),summer,occasional
302,2006,may,Flash Flood,Lightning,heavy rainfall,affects crops ,Alaska,cardamon,summer,occasional
303,2006,may,Exterme temp,Heat Wave,hot wind,affects crops,Arizona,black pepper,summer,occasional
304,2006,aug,Flood,Flood,heavy rainfall ,affects crops,Arkansas,maize,monsoon,seasonal
305,2006,sep,Wind storm,Storm,affects the whole place,building affect,California,chillies ,monsoon,occasional
306,2006,aug,Wind storm,Storm,affects rainfall,affects crops,Colorado,peas & beans ,monsoon,seasonal
307,2006,may,Wind storm,Storm,affects rainfall,affects crops,Connecticut,millets (small),summer,seasonal
308,2006,jun,Wind storm,Cyclone,affects rainfall,affects crops,Delaware,potato,summer,seasonal
309,2006,jul,Wind storm,Cyclone,affects rainfall,affects crops,Florida,mesta,monsoon,seasonal
310,2006,jul,Wind storm,Cyclone,affects rainfall,affects crops,Georgia,ragi,monsoon,seasonal
311,2006,aug,Wind storm,Cyclone,affects rainfall,affects crops,Hawaii,onion,monsoon,seasonal
312,2006,sep,Wind storm,Cyclone,affects rainfall,affects crops,Idaho,banana,monsoon,seasonal
313,2006,jan,Wind storm,Cyclone,affects rainfall,affects crops,Illinois,paddy,winter,seasonal
314,2006,jul,Wind storm,Cyclone,affects crops,affects crops,Indiana,sugarcane,monsoon,seasonal
315,2006,aug,Wind storm,Cyclone,affects rainfall,affects crops,Iowa,other oilseeds,monsoon,seasonal
316,2006,sep,Wind storm,Cyclone,affects rainfall,affects crops,Kansas,sunflower,autumn,seasonal
317,2006,nov,Flood,Flood,heavy rainfall ,affects crops,Kentucky,rape-seed & mustard,autumn,seasonal
318,2006,may,Flood,Flood,heavy rainfall ,affects crops,Louisiana,cashewnut,summer,seasonal
319,2006,sep,Wind storm,Cyclone,affects rainfall,affects crops,Maine,paddy,autumn,seasonal
320,2006,nov,Wind storm,Cyclone,affects rainfall,affects crops,Maryland,coriander,autumn,seasonal
321,2007,apr,Exterme temp,Heat Wave,hot wind,affects crops,Massachusetts,barley,summer,occasional
322,2007,feb,Slide,Avalanches,affects the whole place,affects crops ,Michigan,millets ,spring,seasonal
323,2007,oct,Flood,Flood,heavy rainfall,affects crops ,Minnesota,wheat,autumn,seasonal
324,2007,aug,Torrential rain,Flash Flood,heavy rainfall,affects crops ,Mississippi,moong,monsoon,occasional
325,2007,jul,Flood,Flood,heavy rainfall,affects crops ,Missouri,coffee,monsoon,seasonal
326,2007,jun,Flash Flood,Lighting,heavy rainfall,affects crops ,Montana,gram,summer,occasional
327,2007,aug,Drought,Drought,no rainfall,affects crops,Nebraska,chillies (dry),monsoon,occasional
328,2007,aug,Extreme  temp,Heat  wave,Hot wind,affects crops,Nevada,urad,monsoon,occasional
329,2007,sep,Flood,Flood,heavy rainfall ,affects crops,New Hampshire,ginger (dry),autumn,seasonal
330,2007,feb,Wind storm,Cyclone,affects rainfall,affects crops,New Jersey,cardamon,spring,seasonal
331,2007,jan,Wind storm,Cyclone,affects rainfall,affects crops,New Mexico,black pepper,winter,seasonal
332,2007,mar,Wind storm,Storm,affects rainfall,affects crops,New York,barley,spring,seasonal
333,2007,jun,Wind storm,Storm,affects rainfall,affects crops,North Carolina,millets ,summer,seasonal
334,2007,jun,Flood,Flood,heavy rainfall ,affects crops,North Dakota,wheat,summer,seasonal
335,2007,jun,Flood,Flood,heavy rainfall ,affects crops,Ohio,moong,summer,seasonal
336,2007,oct,Drought,Drought,no rainfall,affects crops,Oklahoma,coffee,autumn,occasional
337,2007,oct,Flood,Flood,heavy rainfall ,affects crops,Oregon,gram,autumn,seasonal
338,2007,dec,Slide,Avalanche,affects the whole place,affects crops,Pennsylvania,jute,winter,seasonal
339,2007,nov,Flood,Flood,heavy rainfall ,affects crops,Rhode Island,rape-seed & mustard,autumn,seasonal
340,2007,may,Flood,Flood,heavy rainfall ,affects crops,South Carolina,cashewnut,summer,seasonal
341,2007,sep,Wind storm,Cyclone,affects rainfall,affects crops,South Dakota,paddy,monsoon,seasonal
342,2007,nov,Wind storm,Cyclone,affects rainfall,affects crops,Tennessee,coriander,autumn,seasonal
343,2007,nov,Wind storm,Tornado,affects rainfall,affects crops,Texas,urad,autumn,seasonal
344,2007,oct,Wind storm,Tornado,affects rainfall,affects crops,Utah,sunflower,autumn,seasonal
345,2007,nov,Wind storm,Tornado,affects crops,affects crops,Vermont,tea,autumn,seasonal
346,2007,dec,Extreme  temp,Heat  wave,Hot wind,affects crops,Virginia,arhar,winter,occasional
347,2007,jan,Flood,Flood,heavy rainfall ,affects crops,Washington,chillies (dry),winter,seasonal
348,2007,aug,Flood,Flood,heavy rainfall ,affects crops,West Virginia,urad,monsoon,seasonal
349,2007,oct,Slide,Landslide,affects the whole place,affects crops,Wisconsin,ginger (dry),autumn,seasonal
350,2008,sep,Flood,Flood,heavy rain ,affects crops ,Wyoming,chillies ,monsoon,seasonal
351,2008,aug,Flood,Flood,heavy rain ,affects crops ,Montgomery,wheat,autumn,seasonal
352,2008,aug,Flood,Flood,heavy rain ,affects crops ,Juneau,moong,autumn,seasonal
353,2008,jun,Flood,Flood,heavy rain ,affects crops ,Phoenix,coffee,summer,seasonal
354,2008,may,Storm,Storm,affects rainfall,affects crops ,Little Rock,gram,summer,seasonal
355,2008,may,Storm,Storm,affects rainfall,affects crops ,Sacramento,jute,summer,seasonal
356,2008,may,Flood,Flood,heavy rainfall ,affects crops,Denver,cashewnut,summer,seasonal
357,2008,sep,Wind storm,Cyclone,affects rainfall,affects crops,Hartford,paddy,monsoon,seasonal
358,2008,nov,Wind storm,Cyclone,affects rainfall,affects crops,Dover,coriander,autumn,seasonal
359,2008,nov,Wind storm,Tornado,affects rainfall,affects crops,Tallahassee,urad,autumn,seasonal
360,2008,oct,Wind storm,Tornado,affects rainfall,affects crops,Atlanta,sunflower,autumn,seasonal
361,2008,nov,Wind storm,Tornado,affects crops,affects crops,Honolulu,tea,autumn,seasonal
362,2008,dec,Extreme  temp,Heat  wave,Hot wind,affects crops,Boise,arhar,winter,occasional
363,2008,jan,Flood,Flood,heavy rainfall ,affects crops,Springfield,chillies (dry),winter,seasonal
364,2008,aug,Flood,Flood,heavy rainfall ,affects crops,Indianapolis,urad,monsoon,seasonal
365,2008,oct,Slide,Landslide,affects the whole place,affects crops,Des Moines,ginger (dry),autumn,seasonal
366,2008,nov,Wind storm,Storm,affects rainfall,affects crops,Topeka,cardamon,autumn,seasonal
367,2008,oct,Wind storm,Cyclone,affects rainfall,affects crops,Frankfort,black pepper,autumn,seasonal
368,2008,jan,Flood,Flood,heavy rainfall ,affects crops,Baton Rouge,barley,winter,seasonal
369,2008,feb,Drought,Drought,no rainfall,affects crops,Augusta,millets ,spring,occasional
370,2008,apr,Slide,Landslide,affects the whole place,affects crops,Annapolis,wheat,summer,seasonal
371,2008,apr,Extreme  temp,Heat  wave,Hot wind,affects crops,Boston,moong,summer,occasional
372,2008,may,Wind storm,Cyclone,affects rainfall,affects crops,Lansing,coffee,summer,seasonal
373,2008,jun,Flood,Flood,heavy rainfall ,affects crops,St. Paul,gram,summer,seasonal
374,2008,jul,Extreme  temp,Heat  wave,Hot wind,affects crops,Jackson,jute,monsoon,occasional
375,2008,sep,Slide,Landslide,affects the whole place,affects crops,Jefferson City,maize,autumn,seasonal
376,2008,oct,Flood,Flood,heavy rainfall ,affects crops,Helena,chillies ,autumn,seasonal
377,2008,oct,Flood,Flood,heavy rainfall ,affects crops,Lincoln,wheat,autumn,seasonal
378,2009,sep,Flood,Flood,heavy rainfall,affects crops ,Carson City,maize,monsoon,seasonal
379,2009,aug,Slides,Landslide,affects the whole place,affects crops ,Concord,chillies ,monsoon,seasonal
380,2009,jul,Flood,Flood,heavy rainfall,affects crops ,Trenton,groundnut,monsoon,seasonal
381,2009,may,Wind storm,Cyclone,affects rainfall,affects crops,Santa Fe,chillies (dry),summer,seasonal
382,2009,may,Strom,Hailstorm,affects rainfall,affects crops ,Albany,bajra,summer,seasonal
383,2009,may,Exterme temp,Heat wave,hot wind,affects crops,Raleigh,castor seed,summer,occasional
384,2009,sep,Wind storm,Cyclone,affects rainfall,affects crops,Bismarck,other oilseeds,autumn,seasonal
385,2009,nov,Wind storm,Cyclone,affects rainfall,affects crops,Columbus,sunflower,autumn,seasonal
386,2009,sep,Extreme  temp,Cold wave,heavy rain ,affects crops ,Oklahoma City,rape-seed & mustard,monsoon,occasional
387,2009,oct,Flood,Flood,heavy rainfall ,affects crops,Salem,cashewnut,autumn,seasonal
388,2009,nov,Slide,Landslide,affects the whole place,affects crops,Harrisburg,paddy,autumn,seasonal
389,2009,jul,Slide,Landslide,occasional,affects crops,Providence,coriander,monsoon,seasonal
390,2009,oct,Extreme  temp,Cold wave,cold wind,affects crops ,Columbia,urad,autumn,occasional
391,2009,jan,Wind storm,Cyclone,affects rainfall,affects crops,Pierre,sunflower,winter,seasonal
392,2009,feb,Flood,Flood,heavy rainfall ,affects crops,Nashville,tea,spring,seasonal
393,2009,mar,Wind storm,Cyclone,affects rainfall,affects crops,Austin,arhar,spring,seasonal
394,2009,jun,Flood,Flood,heavy rainfall ,affects crops,Salt Lake City,chillies (dry),summer,seasonal
395,2009,jan,Wind storm,Storm,affects rainfall,affects crops,Montpelier,urad,winter,seasonal
396,2009,aug,Wind storm,Storm,affects rainfall,affects crops,Richmond,ginger (dry),monsoon,seasonal
397,2009,nov,Slide,Landslide,affects the whole place,affects crops,Olympia,cardamon,autumn,seasonal
398,2009,nov,Flood,Flood,heavy rainfall ,affects crops,Charleston,black pepper,autumn,seasonal
399,2009,may,Extreme  temp,Cold wave,cold wind,affects crops ,Madison,barley,summer,occasional
400,2009,oct,Wind storm,Typhoon,affects rainfall,affects crops,Cheyenne,millets ,autumn,seasonal
401,2009,may,Flood,Flood,heavy rainfall ,affects crops,Vermont,wheat,summer,seasonal
402,2009,jul,Flood,Flood,heavy rainfall ,affects crops,Virginia,moong,monsoon,seasonal
403,2009,dec,Wind storm,Storm,affects rainfall,affects crops,Washington,cardamon,winter,seasonal
404,2009,feb,Flood,Flood,heavy rainfall ,affects crops,West Virginia,black pepper,spring,seasonal
405,2009,jun,Flood,Flood,heavy rainfall ,affects crops,Wisconsin,barley,summer,seasonal
406,2009,jul,Earthquake,Earthquake,affects the whole place,building affect,Wyoming,millets ,monsoon,occasional
407,2009,oct,Flood,Flood,heavy rainfall ,affects crops,Montgomery,wheat,autumn,seasonal
408,2009,dec,Flood,Flood,heavy rainfall ,affects crops,Juneau,moong,winter,seasonal
409,2009,aug,Wind storm,Cyclone,affects rainfall,affects crops,Phoenix,coffee,monsoon,seasonal
410,2009,oct,Flood,Flood,heavy rainfall ,affects crops,Little Rock,gram,autumn,seasonal
411,2010,jul,Flood,Flood,heavy rainfall,affects crops ,Sacramento,cotton,monsoon,seasonal
412,2010,dec,Flood,Flood,heavy rainfall,affects crops ,Denver,ginger (dry),winter,seasonal
413,2010,sep,Flood,Flood,heavy rainfall,affects crops ,Hartford,cardamon,monsoon,seasonal
414,2010,aug,Torrential rain,Flash Flood,heavy rainfall,affects crops ,Dover,black pepper,monsoon,occasional
415,2010,jul,Flood,Flood,heavy rainfall,affects crops ,Tallahassee,barley,monsoon,seasonal
416,2010,jun,Flood,Flood,heavy rainfall,affects crops ,Atlanta,millets ,summer,seasonal
417,2010,may,Wind storm,Cyclone,affects rainfall,affects crops,Honolulu,wheat,summer,seasonal
418,2010,may,Storm,Storm,affects rainfall,affects crops ,Boise,moong,summer,seasonal
419,2010,apr,Exterme temp,Heat Wave,hot wind,affects crops,Springfield,coffee,summer,occasional
420,2010,apr,Strom,Strom,affects rainfall,affects crops ,Indianapolis,gram,summer,seasonal
421,2010,jan,Exterme Cold,Cold Wave,cold wind,affects crops,Des Moines,jute,winter,occasional
422,2010,nov,Slide,Landslide,affects the whole place,affects crops,Topeka,cardamon,autumn,seasonal
423,2010,nov,Flood,Flood,heavy rainfall ,affects crops,Frankfort,black pepper,autumn,seasonal
424,2010,may,Extreme  temp,Cold wave,cold wind,affects crops ,Baton Rouge,barley,summer,occasional
425,2010,oct,Wind storm,Typhoon,affects rainfall,affects crops,Augusta,millets ,autumn,seasonal
426,2010,may,Flood,Flood,heavy rainfall ,affects crops,Annapolis,wheat,summer,seasonal
427,2010,jul,Flood,Flood,heavy rainfall ,affects crops,Boston,moong,monsoon,seasonal
428,2011,jun,Flood,Flood,heavy rainfall,affects crops ,Lansing,maize,summer,seasonal
429,2011,dec,Wind storm,Cyclone,affects rainfall,affects crops,St. Paul,chillies ,winter,seasonal
430,2011,dec,Exterme Cold,Cold Wave,cold wind,affects crops,Jackson,groundnut,winter,occasional
431,2011,sep,Earthquake,Earthquake,affect the whole place,building affect,Jefferson City,peas & beans ,monsoon,occasional
432,2011,sep,Flood,Flood,heavy rainfall ,affects crops,Helena,castor seed,monsoon,seasonal
433,2011,sep,Flood,Flood,heavy rainfall ,affects crops,Lincoln,cotton,monsoon,seasonal
434,2011,sep,Flood,Flood,heavy rainfall ,affects crops,Carson City,ginger (dry),autumn,seasonal
435,2011,sep,Flood,Flood,heavy rainfall ,affects crops,Concord,cardamon,autumn,seasonal
436,2011,sep,Flood,Flood,heavy rainfall ,affects crops,Trenton,black pepper,autumn,seasonal
437,2011,sep,Flood,Flood,heavy rainfall ,affects crops,Santa Fe,barley,autumn,seasonal
438,2011,sep,Flood,Flood,heavy rainfall ,affects crops,Albany,millets ,monsoon,seasonal
439,2011,sep,Flood,Flood,heavy rainfall ,affects crops,Raleigh,wheat,autumn,seasonal
440,2011,sep,Flood,Flood,heavy rainfall ,affects crops,Bismarck,moong,monsoon,seasonal
441,2011,sep,Flood,Flood,heavy rainfall ,affects crops,Columbus,coffee,autumn,seasonal
442,2011,sep,Flood,Flood,heavy rainfall ,affects crops,Oklahoma City,gram,autumn,seasonal
443,2011,jan,Earthquake,Earthquake,human affect,building affect,Salem,jute,winter,occasional
444,2011,mar,Flood,Flood,heavy rainfall ,affects crops,Harrisburg,maize,spring,seasonal
445,2011,may,Flood,Flood,heavy rainfall ,affects crops,Providence,chillies ,summer,seasonal
446,2011,may,Flood,Flood,heavy rainfall ,affects crops,Columbia,wheat,summer,seasonal
447,2011,jun,Flood,Flood,heavy rainfall ,affects crops,Pierre,moong,summer,seasonal
448,2011,jun,Wind storm,Cyclone,affects rainfall,affects crops,Nashville,coffee,summer,seasonal
449,2011,jul,Extreme temp,Cold wave,cold wind,affects crops ,Austin,gram,monsoon,occasional
450,2011,jul,Extreme temp,Cold wave,cold wind,affects crops ,Salt Lake City,jute,monsoon,occasional
451,2012,apr,Storm,Storm,affects rainfall,affects crops ,Montpelier,millets (small),summer,seasonal
452,2012,dec,Exterme temp,Cold Wave,cold wind,affects crops,Richmond,potato,winter,occasional
453,2012,nov,Flood,Flood,heavy rainfall,affects crops ,Olympia,mesta,autumn,seasonal
454,2012,oct,Wind storm,Cyclone,affects rainfall,affects crops,Charleston,ragi,autumn,seasonal
455,2012,sep,Torrential rain,Flash Flood,heavy rainfall,affects crops ,Madison,onion,monsoon,occasional
456,2012,may,Flood,Flood,heavy rainfall ,affects crops,Cheyenne,gram,summer,seasonal
457,2012,may,Flood,Flood,heavy rainfall ,affects crops,Alabama,jute,summer,seasonal
458,2012,may,Flood,Flood,heavy rainfall ,affects crops,Alaska,maize,summer,seasonal
459,2012,may,Flood,Flood,heavy rainfall ,affects crops,Arizona,chillies ,summer,seasonal
460,2012,may,Flood,Flood,heavy rainfall ,affects crops,Arkansas,peas & beans ,summer,seasonal
461,2012,may,Flood,Flood,heavy rainfall ,affects crops,California,millets (small),summer,seasonal
462,2012,may,Flood,Flood,heavy rainfall ,affects crops,Colorado,potato,summer,seasonal
463,2012,may,Flood,Flood,heavy rainfall ,affects crops,Connecticut,mesta,summer,seasonal
464,2012,may,Flood,Flood,heavy rainfall ,affects crops,Delaware,ragi,summer,seasonal
465,2012,nov,Flood,Flood,heavy rainfall ,affects crops,Florida,onion,autumn,seasonal
466,2012,dec,Extreme temp,Cold wave,cold wind,affects crops ,Georgia,banana,winter,occasional
467,2012,aug,Flood,Flood,heavy rainfall ,affects crops,Hawaii,paddy,monsoon,seasonal
468,2012,aug,Flood,Flood,heavy rainfall ,affects crops,Idaho,sugarcane,monsoon,seasonal
469,2012,aug,Flood,Flood,heavy rainfall ,affects crops,Illinois,other oilseeds,monsoon,seasonal
470,2012,aug,Flood,Flood,heavy rainfall ,affects crops,Indiana,sunflower,monsoon,seasonal
471,2012,aug,Flood,Flood,heavy rainfall ,affects crops,Iowa,rape-seed & mustard,monsoon,seasonal
472,2012,aug,Flood,Flood,heavy rainfall ,affects crops,Kansas,cashewnut,monsoon,seasonal
473,2012,aug,Flood,Flood,heavy rainfall ,affects crops,Kentucky,paddy,monsoon,seasonal
474,2012,aug,Flood,Flood,heavy rainfall ,affects crops,Louisiana,coriander,monsoon,seasonal
475,2013,aug,Earthquake,Earthquake,affects the whole place,building affect,Maine,moong,monsoon,occasional
476,2013,aug,Earthquake,Earthquake,affects the whole place,building affect,Maryland,coffee,monsoon,occasional
477,2013,aug,Earthquake,Earthquake,affects the whole place,building affect,Massachusetts,gram,monsoon,occasional
478,2013,aug,Earthquake,Earthquake,affects the whole place,building affect,Michigan,jute,monsoon,occasional
479,2013,aug,Earthquake,Earthquake,affects the whole place,building affect,Minnesota,maize,monsoon,occasional
480,2013,aug,Earthquake,Earthquake,affects the whole place,building affect,Mississippi,chillies ,monsoon,occasional
481,2013,jan,Wind storm,Cyclone,affects rainfall,affects crops,Missouri,wheat,winter,seasonal
482,2013,jan,Wind storm,Cyclone,affects rainfall,affects crops,Montana,moong,winter,seasonal
483,2013,jan,Wind storm,Cyclone,affects rainfall,affects crops,Nebraska,coffee,winter,seasonal
484,2013,jan,Wind storm,Cyclone,affects rainfall,affects crops,Nevada,gram,winter,seasonal
485,2013,nov,Wind storm,Cyclone,affects rainfall,affects crops,New Hampshire,jute,autumn,seasonal
486,2013,may,Slide,Landslide,affects the whole place,affects crops,New Jersey,maize,summer,seasonal
487,2013,may,Flood,Flood,heavy rainfall ,affects crops,New Mexico,chillies ,summer,seasonal
488,2013,mar,Flood,Flood,heavy rainfall ,affects crops,New York,groundnut,spring,seasonal
489,2013,aug,Flood,Flood,heavy rainfall ,affects crops,North Carolina,ragi,monsoon,seasonal
490,2013,aug,Drought,Drought,no rainfall,affects crops,North Dakota,onion,monsoon,occasional
491,2013,aug,Drought,Drought,no rainfall,affects crops,Ohio,banana,monsoon,occasional
492,2013,aug,Drought,Drought,no rainfall,affects crops,Oklahoma,paddy,monsoon,occasional
493,2013,sep,Insect infestation,Insect infestation,affects crops,affects rainfall,Oregon,sugarcane,autumn,occasional
494,2013,oct,Flood,Flood,affects crops,affects rainfall,Pennsylvania,other oilseeds,autumn,seasonal
495,2013,dec,Flood,Flood,cold wind,cold wind,Rhode Island,sunflower,winter,seasonal
496,2013,jan,Wind storm,Cyclone,affects rainfall,affects crops,South Carolina,wheat,winter,seasonal
497,2013,jan,Wind storm,Cyclone,affects rainfall,affects crops,South Dakota,moong,winter,seasonal
498,2013,aug,Flood,Flood,heavy rainfall ,affects crops,Tennessee,urad,monsoon,seasonal
499,2013,jun,Flood,Flood,heavy rainfall ,affects crops,Texas,sunflower,summer,seasonal
500,2014,mar,Slide,Landslide,affects the whole place,affects crops ,Utah,sunflower,spring,seasonal
501,2014,oct,Wind storm,Cyclone,affects rainfall,affects crops,Vermont,tea,autumn,seasonal
502,2014,aug,Flood,Flood,heavy rainfall,affects crops ,Virginia,arhar,monsoon,seasonal
503,2014,aug,Flood,Flood,heavy rainfall,affects crops ,Washington,chillies (dry),monsoon,seasonal
504,2014,jul,Slide,Landslide,affects the whole place,affects crops ,West Virginia,urad,monsoon,seasonal
505,2014,jul,Flood,Flood,heavy rainfall,affects crops ,Wisconsin,ginger (dry),monsoon,seasonal
506,2014,jun,Flood,Flood,heavy rainfall,affects crops ,Wyoming,maize,summer,seasonal
507,2014,apr,Mud Strom,Dust storm,affects rainfall,affects crops ,Montgomery,chillies ,summer,occasional
508,2014,mar,Exterme temp,Heavy Snow,cold wind,affects crops ,Juneau,peas & beans ,spring,occasional
509,2014,dec,Wind storm,Cyclone,affects rainfall,affects crops,Phoenix,barley,winter,seasonal
510,2014,jun,Wind storm,Cyclone,affects rainfall,affects crops,Little Rock,millets ,summer,seasonal
511,2014,jun,Flood,Flood,heavy rainfall ,affects crops,Sacramento,wheat,summer,seasonal
512,2014,apr,Flood,Flood,heavy rainfall ,affects crops,Denver,moong,summer,seasonal
513,2014,apr,Flood,Flood,heavy rainfall ,affects crops,Hartford,coffee,summer,seasonal
514,2014,may,Flood,Flood,heavy rainfall ,affects crops,Dover,gram,summer,seasonal
515,2014,jun,Earthquake,Earthquake,heavy rain ,affects crops ,Tallahassee,jute,summer,occasional
516,2014,jul,Flood,Flood,heavy rainfall ,affects crops,Atlanta,maize,monsoon,seasonal
517,2014,aug,Flood,Flood,heavy rainfall ,affects crops,Honolulu,chillies ,monsoon,seasonal
518,2014,jan,Drought,Drought,no rainfall,affects crops,Boise,barley,winter,occasional
519,2014,dec,Flood,Flood,heavy rainfall ,affects crops,Springfield,millets ,winter,seasonal
520,2014,dec,Flood,Flood,heavy rainfall ,affects crops,Indianapolis,wheat,winter,seasonal
521,2014,jul,Flood,Flood,heavy rainfall ,affects crops,Des Moines,moong,monsoon,seasonal
522,2014,jul,Flood,Flood,heavy rainfall ,affects crops,Topeka,coffee,monsoon,seasonal
523,2014,jul,Flood,Flood,heavy rainfall ,affects crops,Frankfort,gram,monsoon,seasonal
524,2014,aug,Earthquake,Earthquake,affects the whole place,building affect,Baton Rouge,jute,monsoon,occasional
525,2014,aug,Flood,Flood,heavy rainfall ,affects crops,Augusta,maize,monsoon,seasonal
526,2015,jan,Earthquake,Earthquake,affect the whole place,building affect,Annapolis,millets (small),winter,occasional
527,2015,nov,Flood,Flood,heavy rainfall,affects crops ,Boston,potato,autumn,seasonal
528,2015,aug,Flood,Flood,heavy rainfall,affects crops ,Lansing,mesta,monsoon,seasonal
529,2015,jul,Slide,Landslide,affect the whole place,affects crops ,St. Paul,ragi,monsoon,seasonal
530,2015,jun,Torrential rain,Flash Flood,heavy rainfall,affects crops ,Jackson,onion,summer,occasional
531,2015,jun,Flood,Flood,heavy rainfall,affects crops ,Jefferson City,banana,summer,seasonal
532,2015,may,Exterme temp,Heat Wave,hot wind,affects crops,Helena,paddy,summer,occasional
533,2015,apr,Earthquake,Earthquake,affect the whole place,building affect,Lincoln,sugarcane,summer,occasional
534,2015,apr,Cyclone,Storm,affects rainfall,affects crops ,Carson City,other oilseeds,summer,seasonal
535,2015,sep,Extreme  temp,Heat  wave,Hot wind,affects crops,Concord,groundnut,monsoon,occasional
536,2015,oct,Extreme  temp,Cold wave,cold wind,affects crops,Trenton,peas & beans ,autumn,occasional
537,2015,dec,Wind storm,Cyclone,affects the whole place,affects crops,Santa Fe,millets (small),winter,seasonal
538,2015,apr,Flood,Flood,heavy rainfall ,affects crops,Albany,potato,summer,seasonal
539,2015,jul,Flood,Flood,heavy rainfall ,affects crops,Raleigh,mesta,monsoon,seasonal
540,2015,sep,Wind storm,Storm,affects rainfall,affects crops,Bismarck,ragi,autumn,seasonal
541,2015,feb,Extreme  temp,Cold wave,cold wind,affects crops,Columbus,onion,spring,occasional
542,2015,may,Flood,Flood,heavy rainfall ,affects crops,Oklahoma City,banana,summer,seasonal
543,2015,may,Wind storm,Cyclone,affects rainfall,affects crops,Salem,paddy,summer,seasonal
544,2015,sep,Wind storm,Storm,affects the whole place,building affect,Harrisburg,chillies ,autumn,occasional
545,2015,aug,Wind storm,Storm,affects rainfall,affects crops,Providence,peas & beans ,monsoon,seasonal
546,2015,may,Wind storm,Storm,affects rainfall,affects crops,Columbia,millets (small),summer,seasonal
547,2015,jun,Wind storm,Cyclone,affects rainfall,affects crops,Pierre,potato,summer,seasonal
548,2015,jul,Wind storm,Cyclone,affects rainfall,affects crops,Nashville,mesta,monsoon,seasonal
549,2015,jul,Wind storm,Cyclone,affects rainfall,affects crops,Austin,ragi,monsoon,seasonal
550,2016,jun,Flood,Flood,heavy rain ,affects crops ,Salt Lake City,sunflower,summer,seasonal
551,2016,dec,Wind storm,Cyclone,affects rainfall,affects crops,Montpelier,rape-seed & mustard,winter,seasonal
552,2016,jul,Slide,Landslide,affects the whole place,affects crops ,Richmond,cashewnut,monsoon,seasonal
553,2016,jun,Flood,Flood,heavy rain ,affects crops ,Olympia,paddy,summer,seasonal
554,2016,may,Drought,Drought,no rainfall,affects crops,Charleston,coriander,summer,occasional
555,2016,apr,Exterme temp,Heat Wave,hot wind,affects crops,Madison,urad,summer,occasional
556,2016,aug,Wind storm,Cyclone,affects rainfall,affects crops,Cheyenne,onion,monsoon,seasonal
557,2016,sep,Wind storm,Cyclone,affects rainfall,affects crops,Alabama,banana,autumn,seasonal
558,2016,jan,Wind storm,Cyclone,affects rainfall,affects crops,Alaska,paddy,winter,seasonal
559,2016,jul,Wind storm,Cyclone,affects crops,affects crops,Arizona,sugarcane,monsoon,seasonal
560,2016,aug,Wind storm,Cyclone,affects rainfall,affects crops,Arkansas,other oilseeds,monsoon,seasonal
561,2016,sep,Wind storm,Cyclone,affects rainfall,affects crops,California,sunflower,autumn,seasonal
562,2016,jul,Wind storm,Cyclone,affects rainfall,affects crops,Colorado,chillies ,monsoon,seasonal
563,2016,aug,Earthquake,Earthquake,affects the whole place,building affect,Connecticut,wheat,monsoon,occasional
564,2016,oct,Drought,Drought,no rainfall,affects crops,Delaware,moong,autumn,occasional
565,2016,dec,Flood,,heavy rainfall ,affects crops,Florida,coffee,winter,seasonal
566,2016,sep,Flood,,heavy rainfall ,affects crops,Georgia,gram,autumn,seasonal
